9.970245907594161849e-01,2.975409240583785139e-03
9.854332502113525294e-01,1.456674978864745847e-02
9.975610195090396370e-01,2.438980490960346477e-03
9.650882592346737843e-01,3.491174076532625736e-02
9.806691239946535577e-01,1.933087600534642153e-02
9.681130484724271845e-01,3.188695152757278078e-02
9.731373039138746517e-01,2.686269608612535179e-02
9.066493476417833985e-01,9.335065235821662921e-02
9.934254202823848967e-01,6.574579717615128445e-03
9.947003500737479076e-01,5.299649926252074199e-03
9.623722166984233217e-01,3.762778330157665746e-02
9.924520579763916883e-01,7.547942023608265709e-03
9.976079131138791967e-01,2.392086886120785121e-03
9.935988454448185792e-01,6.401154555181374876e-03
9.851976374364349587e-01,1.480236256356504652e-02
4.318301272121516377e-10,9.999999995681698728e-01
9.257856703470679349e-10,9.999999990742143297e-01
9.982613427317228449e-01,1.738657268277123179e-03
9.931979084715345518e-01,6.802091528465454250e-03
9.980223614902109519e-01,1.977638509789052864e-03
9.787138490028584048e-01,2.128615099714157091e-02
9.920157081718149472e-01,7.984291828185023296e-03
9.901577292505837624e-01,9.842270749416274014e-03
9.960836506739380036e-01,3.916349326061973821e-03
9.469063257626545438e-01,5.309367423734548397e-02
9.928844530450859907e-01,7.115546954913994603e-03
9.660155855985483875e-01,3.398441440145159864e-02
9.660155855985483875e-01,3.398441440145159864e-02
9.931679423887780356e-01,6.832057611221927992e-03
9.480733108548354826e-01,5.192668914516456596e-02
9.937177803622356809e-01,6.282219637764355560e-03
9.957598195369420369e-01,4.240180463057992635e-03
6.145099882511884104e-04,9.993854900117488116e-01
9.921080389650307474e-01,7.891961034969212710e-03
9.906879304709088618e-01,9.312069529091138165e-03
1.020046162214516272e-05,9.999897995383778548e-01
1.927272041301275607e-03,9.980727279586987244e-01
8.487095813894951490e-04,9.991512904186105049e-01
9.549652277412786772e-01,4.503477225872130202e-02
2.079932256342644781e-01,7.920067743657355219e-01
9.618569986468591404e-01,3.814300135314087348e-02
9.932272917949671598e-01,6.772708205032815926e-03
9.974704741841649014e-01,2.529525815835129404e-03
9.963520944047034034e-01,3.647905595296568448e-03
9.909497148333139549e-01,9.050285166686065919e-03
9.692015339477935143e-01,3.079846605220653080e-02
9.883011891737755183e-01,1.169881082622445390e-02
9.945964465513900121e-01,5.403553448609996548e-03
9.934661518495654375e-01,6.533848150434595423e-03
9.926702537227984902e-01,7.329746277201478616e-03
9.671178782175130495e-01,3.288212178248693662e-02
9.855717777457466688e-01,1.442822225425332942e-02
9.836851866217692919e-01,1.631481337823070116e-02
9.980302464861189327e-01,1.969753513881014433e-03
9.914982330081270057e-01,8.501766991872971788e-03
9.660155855985483875e-01,3.398441440145159864e-02
9.884837578340770481e-01,1.151624216592292589e-02
9.885345415267094982e-01,1.146545847329054173e-02
9.983121881062747560e-01,1.687811893725224468e-03
1.566947727094092357e-05,9.999843305227290591e-01
1.713940747927189534e-05,9.999828605925207281e-01
9.962643361982297385e-01,3.735663801770255834e-03
9.971321173849903019e-01,2.867882615009654731e-03
9.971661426580152865e-01,2.833857341984740829e-03
9.923866902608305951e-01,7.613309739169354592e-03
9.943939920456323911e-01,5.606007954367653139e-03
9.929729487125429355e-01,7.027051287457047185e-03
9.851937077436565549e-01,1.480629225634347290e-02
9.957725308860589930e-01,4.227469113940997454e-03
9.956645023049964793e-01,4.335497695003562302e-03
9.931689469183544450e-01,6.831053081645502983e-03
4.536994019962464764e-01,5.463005980037535236e-01
3.018733015760388660e-03,9.969812669842396113e-01
9.989903855797653831e-01,1.009614420234604534e-03
9.980305529644393214e-01,1.969447035560636938e-03
9.979053385090378425e-01,2.094661490962153576e-03
9.965065690658485575e-01,3.493430934151425110e-03
9.928331273981282346e-01,7.166872601871794070e-03
9.880685281706836909e-01,1.193147182931630565e-02
2.871142619609301505e-05,9.999712885738039070e-01
2.906337978070272499e-05,9.999709366202192973e-01
9.971063543067409940e-01,2.893645693259046334e-03
9.532699336857197725e-01,4.673006631428022056e-02
9.868361921890440591e-01,1.316380781095593221e-02
9.971296535441691589e-01,2.870346455830855882e-03
9.962944507616791068e-01,3.705549238320933556e-03
9.919812598503751078e-01,8.018740149624892233e-03
9.973368888060013537e-01,2.663111193998626749e-03
9.982697950850573099e-01,1.730204914942677771e-03
9.980348865792612045e-01,1.965113420738770315e-03
9.946297348963210050e-01,5.370265103678990674e-03
9.984981101356705802e-01,1.501889864329376042e-03
4.084034015560122910e-04,9.995915965984439877e-01
9.911890086742830563e-01,8.810991325716933248e-03
9.976965752585660319e-01,2.303424741433998061e-03
9.839436966754883107e-01,1.605630332451171705e-02
9.944622332859139879e-01,5.537766714085973901e-03
9.819611470531504072e-01,1.803885294684964488e-02
9.935462866679577454e-01,6.453713332042276297e-03
9.984622549874589970e-01,1.537745012541023425e-03
9.965498422853197313e-01,3.450157714680313330e-03
5.946501981268781378e-06,9.999940534980187312e-01
3.306168270045262148e-06,9.999966938317299547e-01
9.906712211889660002e-01,9.328778811034015364e-03
9.972432054571985782e-01,2.756794542801423078e-03
9.973379444013565909e-01,2.662055598643400887e-03
9.977673893200751376e-01,2.232610679924843314e-03
9.906566521881384757e-01,9.343347811861486135e-03
9.944888299464055281e-01,5.511170053594477945e-03
9.485159394343330996e-01,5.148406056566688649e-02
9.966388824392519163e-01,3.361117560748073680e-03
9.701307147241681195e-01,2.986928527583185972e-02
9.856472604337328525e-01,1.435273956626715967e-02
9.986804332692014174e-01,1.319566730798595131e-03
9.878073681226898772e-01,1.219263187731013318e-02
9.935099960268560793e-01,6.490003973143940695e-03
9.603435557912781695e-01,3.965644420872182357e-02
9.941953760022499420e-01,5.804623997750076210e-03
6.738996307903146743e-01,3.261003692096852702e-01
9.605227572883923148e-01,3.947724271160769904e-02
9.279375117478868562e-01,7.206248825211317155e-02
9.971950124523453196e-01,2.804987547654711616e-03
9.973994977378076721e-01,2.600502262192314062e-03
9.963748957620059965e-01,3.625104237993987018e-03
9.903544943786503074e-01,9.645505621349734215e-03
9.946437474446655491e-01,5.356252555334397973e-03
9.921657499949571024e-01,7.834250005042944429e-03
9.856120815902972288e-01,1.438791840970280594e-02
9.975055119998054165e-01,2.494488000194598678e-03
9.900305905617445834e-01,9.969409438255465161e-03
9.904915927945618925e-01,9.508407205438135223e-03
9.916599669794123884e-01,8.340033020587655013e-03
9.959090812708479845e-01,4.090918729152058855e-03
9.964447411787172859e-01,3.555258821282682429e-03
9.971421406180384084e-01,2.857859381961566463e-03
9.981061954397771885e-01,1.893804560222825178e-03
9.767639529923863861e-01,2.323604700761357222e-02
9.968566492831174575e-01,3.143350716882572018e-03
9.938890503741977245e-01,6.110949625802296337e-03
9.931392072031256513e-01,6.860792796874299292e-03
9.868111455051462588e-01,1.318885449485377413e-02
